timestamp,year,month,day,hour,minute,second,latitude,longitude,altitude_msl,altitude_ellipsoid,horizontal_accuracy,vertical_accuracy,fix_type,carrier_solution,num_satellites,pDOP,speed_2d,heading,vel_north,vel_east,vel_down,flags,source
168600.0,2026,4,20,22,49,0,32.8811056,-117.2332638,119.799,86.035,13.283,14.636,3,0,15,0.0169,0.131,0.0016868229,0.125,-0.038,-0.104,0,PVT
168601.0,2026,4,20,22,49,0,32.8811008,-117.2332553,119.022,85.258,12.478,13.664,3,0,16,0.0166,0.109,0.0016868229,0.107,-0.02,-0.076,0,PVT
168602.0,2026,4,20,22,49,0,32.8810961,-117.2332485,118.603,84.839,11.801,12.793,3,0,16,0.0166,0.036,0.0016868229,0.036,-0.008,-0.087,0,PVT
168603.0,2026,4,20,22,49,0,32.8810922,-117.2332435,118.687,84.923,11.218,12.145,3,0,16,0.0166,0.153,0.0016868229,0.127,-0.086,-0.178,0,PVT
168604.0,2026,4,20,22,49,0,32.8810887,-117.23324,118.636,84.872,10.733,11.513,3,0,16,0.0166,0.174,0.0016868229,0.153,-0.082,-0.172,0,PVT
168605.0,2026,4,20,22,49,0,32.8810883,-117.233237,119.131,85.367,10.261,10.953,3,0,16,0.016200000000000003,0.22,0.0016868229,0.193,-0.104,-0.164,0,PVT
168606.0,2026,4,20,22,49,0,32.8810844,-117.2332325,119.187,85.423,9.838,10.459,3,0,16,0.0166,0.211,0.0016868229,0.177,-0.115,-0.185,0,PVT
168607.0,2026,4,20,22,49,0,32.881082,-117.2332303,119.16,85.396,9.491,9.972,3,0,16,0.0166,0.215,0.0016868229,0.203,-0.071,-0.131,0,PVT
168608.0,2026,4,20,22,49,0,32.8810801,-117.2332272,119.41,85.646,9.202,9.562,3,0,17,0.0159,0.083,0.0016868229,0.069,-0.046,-0.12,0,PVT
168609.0,2026,4,20,22,49,0,32.8810782,-117.2332255,119.759,85.995,8.886,9.233,3,0,17,0.0159,0.142,0.0016868229,0.112,-0.086,-0.19,0,PVT
168610.0,2026,4,20,22,49,0,32.8810774,-117.2332238,120.154,86.39,8.605,8.96,3,0,17,0.0159,0.131,0.0016868229,0.087,-0.098,-0.22,0,PVT
168611.0,2026,4,20,22,49,0,32.8810767,-117.2332226,120.46,86.696,8.358,8.725,3,0,17,0.0159,0.117,0.0016868229,0.069,-0.095,-0.193,0,PVT
168612.0,2026,4,20,22,49,0,32.8810763,-117.2332217,120.721,86.957,8.137,8.522,3,0,17,0.0159,0.113,0.0016868229,0.062,-0.094,-0.146,0,PVT
168613.0,2026,4,20,22,49,0,32.8810749,-117.2332204,120.866,87.102,7.93,8.335,3,0,17,0.0159,0.037,0.0016868229,-0.014,-0.034,-0.09,0,PVT
168614.0,2026,4,20,22,49,0,32.8810732,-117.2332187,120.874,87.11,7.754,8.176,3,0,17,0.0159,0.035,0.0016868229,0.03,-0.018,-0.035,0,PVT
168615.0,2026,4,20,22,49,0,32.8810721,-117.2332171,120.815,87.051,7.589,8.043,3,0,17,0.0159,0.025,0.0016868229,0.014,0.021,0.065,0,PVT
168616.0,2026,4,20,22,49,0,32.8810717,-117.2332159,120.848,87.084,7.459,7.915,3,0,17,0.0159,0.155,0.0016868229,0.149,-0.043,0.043,0,PVT
168617.0,2026,4,20,22,49,0,32.881071,-117.2332145,120.897,87.133,7.337,7.795,3,0,17,0.0159,0.019,0.0016868229,0.002,0.019,0.032,0,PVT
168618.0,2026,4,20,22,50,0,32.8810697,-117.2332128,120.889,87.125,7.214,7.639,3,0,17,0.0159,0.046,0.0016868229,-0.037,0.028,0.032,0,PVT
168619.0,2026,4,20,22,50,0,32.8810684,-117.2332113,120.968,87.204,7.092,7.501,3,0,17,0.0159,0.085,0.0016868229,-0.07,0.049,0.035,0,PVT
168620.0,2026,4,20,22,50,0,32.8810671,-117.2332098,120.929,87.166,6.983,7.372,3,0,17,0.0159,0.014,0.0016868229,-0.001,-0.014,0.023,0,PVT
168621.0,2026,4,20,22,50,0,32.881066,-117.2332081,120.809,87.045,6.884,7.268,3,0,17,0.0159,0.039,0.0016868229,0.038,-0.009,0.013,0,PVT
168622.0,2026,4,20,22,50,0,32.8810652,-117.2332068,120.771,87.007,6.792,7.17,3,0,17,0.0159,0.081,0.0016868229,-0.075,0.031,0.045,0,PVT
168623.0,2026,4,20,22,50,0,32.8810644,-117.2332054,120.702,86.938,6.71,7.075,3,0,17,0.0159,0.016,0.0016868229,0.015,-0.002,0.054,0,PVT
168624.0,2026,4,20,22,50,0,32.8810634,-117.2332043,120.709,86.945,6.628,6.977,3,0,17,0.0159,0.065,0.0016868229,-0.062,0.02,0.065,0,PVT
168625.0,2026,4,20,22,50,0,32.8810624,-117.2332036,120.792,87.028,6.56,6.891,3,0,16,0.016200000000000003,0.114,0.0016868229,-0.097,0.059,0.069,0,PVT
168626.0,2026,4,20,22,50,0,32.8810612,-117.2332027,120.804,87.04,6.49,6.803,3,0,16,0.016200000000000003,0.102,0.0016868229,-0.088,0.052,0.066,0,PVT
168627.0,2026,4,20,22,50,0,32.8810602,-117.2332015,120.718,86.954,6.429,6.729,3,0,16,0.016200000000000003,0.133,0.0016868229,-0.092,0.096,0.126,0,PVT
168628.0,2026,4,20,22,50,0,32.8810592,-117.2332003,120.587,86.823,6.375,6.666,3,0,16,0.016200000000000003,0.027,0.0016868229,0.015,0.022,0.105,0,PVT
168629.0,2026,4,20,22,50,0,32.8810582,-117.2331992,120.441,86.677,6.323,6.615,3,0,17,0.0159,0.093,0.0016868229,-0.074,0.058,0.112,0,PVT
168630.0,2026,4,20,22,50,0,32.8810574,-117.2331981,120.305,86.541,6.267,6.559,3,0,17,0.0159,0.076,0.0016868229,-0.045,0.062,0.135,0,PVT
168631.0,2026,4,20,22,50,0,32.8810564,-117.2331975,120.277,86.514,6.218,6.507,3,0,17,0.0159,0.121,0.0016868229,-0.114,0.041,0.105,0,PVT
168632.0,2026,4,20,22,50,0,32.8810551,-117.2331964,120.137,86.373,6.174,6.455,3,0,17,0.0159,0.197,0.0016868229,-0.159,0.116,0.176,0,PVT
168633.0,2026,4,20,22,50,0,32.8810536,-117.2331956,120.067,86.303,6.141,6.407,3,0,17,0.0159,0.145,0.0016868229,-0.136,0.052,0.14,0,PVT
168634.0,2026,4,20,22,50,0,32.8810522,-117.2331949,119.841,86.077,6.106,6.357,3,0,17,0.0159,0.161,0.0016868229,-0.146,0.068,0.194,0,PVT
168635.0,2026,4,20,22,50,0,32.8810512,-117.2331941,119.644,85.88,6.067,6.314,3,0,18,0.014499999999999999,0.103,0.0016868229,-0.071,0.075,0.191,0,PVT
168636.0,2026,4,20,22,50,0,32.8810504,-117.2331934,119.537,85.773,6.033,6.27,3,0,18,0.014499999999999999,0.152,0.0016868229,-0.121,0.092,0.171,0,PVT
168637.0,2026,4,20,22,50,0,32.8810488,-117.2331924,119.394,85.63,6.008,6.227,3,0,18,0.014499999999999999,0.191,0.0016868229,-0.163,0.099,0.165,0,PVT
168638.0,2026,4,20,22,50,0,32.8810474,-117.2331916,119.273,85.509,5.995,6.188,3,0,17,0.0159,0.131,0.0016868229,-0.112,0.068,0.153,0,PVT
168639.0,2026,4,20,22,50,0,32.8810459,-117.233191,119.194,85.43,5.98,6.152,3,0,18,0.014499999999999999,0.083,0.0016868229,-0.064,0.052,0.129,0,PVT
168640.0,2026,4,20,22,50,0,32.8810449,-117.2331907,119.213,85.449,5.969,6.119,3,0,18,0.014499999999999999,0.047,0.0016868229,0.045,0.015,0.054,0,PVT
168641.0,2026,4,20,22,50,0,32.8810434,-117.2331904,119.19,85.426,5.953,6.088,3,0,18,0.014499999999999999,0.112,0.0016868229,-0.103,0.043,0.059,0,PVT
168642.0,2026,4,20,22,50,0,32.8810418,-117.23319,119.055,85.291,5.942,6.069,3,0,18,0.014499999999999999,0.068,0.0016868229,-0.067,0.014,0.1,0,PVT
168643.0,2026,4,20,22,50,0,32.8810404,-117.2331896,118.978,85.214,5.929,6.058,3,0,18,0.014499999999999999,0.111,0.0016868229,-0.1,0.049,0.112,0,PVT
168644.0,2026,4,20,22,50,0,32.8810391,-117.2331894,118.925,85.161,5.915,6.047,3,0,18,0.014499999999999999,0.153,0.0016868229,-0.149,0.035,0.139,0,PVT
168645.0,2026,4,20,22,50,0,32.8810379,-117.2331883,118.732,84.968,5.913,6.066,3,0,18,0.014499999999999999,0.137,0.0016868229,-0.073,0.115,0.199,0,PVT
168646.0,2026,4,20,22,50,0,32.8810362,-117.2331869,118.536,84.772,5.922,6.09,3,0,18,0.014499999999999999,0.106,0.0016868229,-0.068,0.081,0.153,0,PVT
168647.0,2026,4,20,22,50,0,32.8810356,-117.2331862,118.411,84.647,5.932,6.125,3,0,18,0.014499999999999999,0.156,0.0016868229,-0.116,0.105,0.203,0,PVT
168648.0,2026,4,20,22,50,0,32.8810348,-117.2331857,118.299,84.535,5.93,6.169,3,0,18,0.014499999999999999,0.238,0.0016868229,-0.187,0.147,0.252,0,PVT
168649.0,2026,4,20,22,50,0,32.8810337,-117.2331858,118.258,84.494,5.948,6.234,3,0,18,0.014499999999999999,0.334,0.0016868229,-0.318,0.103,0.226,0,PVT
168651.0,2026,4,20,22,50,0,32.8810335,-117.233186,118.032,84.268,6.011,6.351,3,0,18,0.014499999999999999,0.189,0.0016868229,-0.164,0.093,0.282,0,PVT
168652.0,2026,4,20,22,50,0,32.8810344,-117.2331861,117.923,84.159,6.01,6.419,3,0,18,0.014499999999999999,0.172,0.0016868229,-0.067,0.159,0.316,0,PVT
168653.0,2026,4,20,22,50,0,32.8810349,-117.2331883,118.189,84.425,6.004,6.484,3,0,18,0.014499999999999999,0.054,0.0016868229,-0.05,0.021,0.163,0,PVT
168654.0,2026,4,20,22,50,0,32.8810357,-117.2331893,118.223,84.459,5.993,6.54,3,0,18,0.014499999999999999,0.126,0.0016868229,-0.08,0.098,0.181,0,PVT
168655.0,2026,4,20,22,50,0,32.8810365,-117.2331885,118.04,84.276,5.978,6.562,3,0,18,0.014499999999999999,0.213,0.0016868229,-0.062,0.204,0.283,0,PVT
168656.0,2026,4,20,22,50,0,32.8810378,-117.233189,118.165,84.401,5.962,6.586,3,0,17,0.015,0.096,0.0016868229,-0.007,0.096,0.16,0,PVT
168657.0,2026,4,20,22,50,0,32.8810391,-117.2331895,118.253,84.489,5.939,6.602,3,0,17,0.015,0.08,0.0016868229,-0.069,0.04,0.097,0,PVT
168658.0,2026,4,20,22,50,0,32.8810392,-117.2331887,118.171,84.407,5.945,6.631,3,0,16,0.0165,0.081,0.0016868229,0.081,-0.011,0.035,0,PVT
168659.0,2026,4,20,22,50,0,32.8810386,-117.2331872,117.966,84.202,5.934,6.631,3,0,16,0.0165,0.118,0.0016868229,0.101,-0.061,-0.059,0,PVT
168660.0,2026,4,20,22,50,0,32.8810385,-117.2331868,117.925,84.161,5.922,6.633,3,0,16,0.0165,0.142,0.0016868229,0.099,-0.101,-0.13,0,PVT
168661.0,2026,4,20,22,50,0,32.8810383,-117.2331856,117.766,84.002,5.91,6.628,3,0,16,0.0165,0.201,0.0016868229,0.159,-0.123,-0.196,0,PVT
168662.0,2026,4,20,22,50,0,32.8810378,-117.2331841,117.558,83.794,5.902,6.633,3,0,16,0.0165,0.139,0.0016868229,0.103,-0.093,-0.2,0,PVT
168663.0,2026,4,20,22,50,0,32.8810384,-117.2331839,117.569,83.806,5.897,6.632,3,0,16,0.0165,0.234,0.0016868229,0.198,-0.125,-0.215,0,PVT
168664.0,2026,4,20,22,50,0,32.8810384,-117.2331826,117.376,83.612,5.877,6.568,3,0,16,0.0165,0.223,0.0016868229,0.183,-0.126,-0.23,0,PVT
168665.0,2026,4,20,22,50,0,32.8810391,-117.2331821,117.323,83.56,5.863,6.533,3,0,16,0.0165,0.211,0.0016868229,0.181,-0.108,-0.228,0,PVT
168666.0,2026,4,20,22,50,0,32.8810401,-117.233182,117.298,83.534,5.853,6.496,3,0,16,0.0165,0.198,0.0016868229,0.172,-0.098,-0.196,0,PVT
168667.0,2026,4,20,22,50,0,32.8810408,-117.233183,117.514,83.75,5.857,6.501,3,0,16,0.0165,0.202,0.0016868229,0.111,-0.168,-0.293,0,PVT
168668.0,2026,4,20,22,50,0,32.8810409,-117.2331831,117.611,83.847,5.849,6.497,3,0,16,0.0165,0.101,0.0016868229,0.003,-0.101,-0.297,0,PVT
168669.0,2026,4,20,22,50,0,32.8810416,-117.2331836,117.743,83.979,5.841,6.507,3,0,16,0.0165,0.133,0.0016868229,0.064,-0.117,-0.28,0,PVT
168670.0,2026,4,20,22,50,0,32.881043,-117.2331832,117.642,83.878,5.819,6.479,3,0,16,0.0165,0.036,0.0016868229,-0.008,-0.035,-0.158,0,PVT
168671.0,2026,4,20,22,50,0,32.8810458,-117.2331841,117.739,83.975,5.781,6.453,3,0,17,0.015,0.049,0.0016868229,0.021,-0.045,-0.129,0,PVT
168672.0,2026,4,20,22,50,0,32.8810481,-117.2331853,117.966,84.203,5.741,6.417,3,0,18,0.014499999999999999,0.087,0.0016868229,0.072,-0.05,-0.169,0,PVT
168673.0,2026,4,20,22,50,0,32.8810493,-117.2331858,118.14,84.376,5.707,6.387,3,0,18,0.014499999999999999,0.059,0.0016868229,0.021,-0.056,-0.236,0,PVT
168674.0,2026,4,20,22,50,0,32.8810514,-117.2331866,118.161,84.397,5.677,6.362,3,0,18,0.014499999999999999,0.126,0.0016868229,0.105,-0.069,-0.14,0,PVT
168675.0,2026,4,20,22,50,0,32.8810532,-117.2331871,118.261,84.497,5.657,6.334,3,0,18,0.014499999999999999,0.097,0.0016868229,0.087,-0.042,-0.14,0,PVT
168676.0,2026,4,20,22,50,0,32.8810557,-117.2331875,118.193,84.429,5.64,6.312,3,0,18,0.014499999999999999,0.108,0.0016868229,0.103,-0.032,-0.045,0,PVT
168677.0,2026,4,20,22,50,0,32.8810574,-117.2331878,118.103,84.339,5.621,6.286,3,0,17,0.0147,0.066,0.0016868229,0.06,-0.026,-0.046,0,PVT
168679.0,2026,4,20,22,51,0,32.8810596,-117.2331882,118.058,84.294,5.596,6.243,3,0,18,0.014499999999999999,0.087,0.0016868229,0.075,-0.046,-0.093,0,PVT
168680.0,2026,4,20,22,51,0,32.8810609,-117.2331884,118.028,84.264,5.585,6.234,3,0,17,0.015,0.097,0.0016868229,0.061,-0.075,-0.165,0,PVT
168681.0,2026,4,20,22,51,0,32.8810631,-117.2331895,118.093,84.329,5.581,6.254,3,0,17,0.015,0.22,0.0016868229,0.157,-0.153,-0.233,0,PVT
168682.0,2026,4,20,22,51,0,32.881065,-117.2331915,118.309,84.545,5.582,6.281,3,0,18,0.014499999999999999,0.126,0.0016868229,0.045,-0.118,-0.208,0,PVT
168683.0,2026,4,20,22,51,0,32.8810671,-117.2331934,118.5,84.736,5.595,6.316,3,0,17,0.0147,0.335,0.0016868229,0.279,-0.185,-0.297,0,PVT
168684.0,2026,4,20,22,51,0,32.8810684,-117.2331953,118.742,84.978,5.611,6.359,3,0,18,0.014499999999999999,0.3,0.0016868229,0.197,-0.226,-0.452,0,PVT
168685.0,2026,4,20,22,51,0,32.8810704,-117.2331966,118.776,85.013,5.639,6.407,3,0,18,0.014499999999999999,0.319,0.0016868229,0.236,-0.215,-0.433,0,PVT
168686.0,2026,4,20,22,51,0,32.8810726,-117.2331972,118.653,84.889,5.672,6.463,3,0,18,0.014499999999999999,0.194,0.0016868229,0.154,-0.117,-0.294,0,PVT
168687.0,2026,4,20,22,51,0,32.8810739,-117.2331966,118.389,84.625,5.68,6.417,3,0,18,0.014499999999999999,0.147,0.0016868229,0.146,-0.02,-0.22,0,PVT
168688.0,2026,4,20,22,51,0,32.8810744,-117.2331965,118.206,84.442,5.68,6.379,3,0,18,0.014499999999999999,0.152,0.0016868229,0.102,-0.113,-0.212,0,PVT
168689.0,2026,4,20,22,51,0,32.8810747,-117.2331966,118.045,84.281,5.676,6.347,3,0,18,0.014499999999999999,0.112,0.0016868229,0.097,-0.055,-0.176,0,PVT
168690.0,2026,4,20,22,51,0,32.8810749,-117.2331969,117.984,84.22,5.673,6.308,3,0,18,0.014499999999999999,0.06,0.0016868229,0.032,-0.05,-0.175,0,PVT
168691.0,2026,4,20,22,51,0,32.8810757,-117.2331977,117.974,84.21,5.675,6.284,3,0,17,0.0146,0.156,0.0016868229,0.137,-0.074,-0.192,0,PVT
168692.0,2026,4,20,22,51,0,32.8810757,-117.2331984,117.86,84.096,5.676,6.247,3,0,17,0.0146,0.161,0.0016868229,0.125,-0.102,-0.208,0,PVT
168693.0,2026,4,20,22,51,0,32.8810766,-117.2331995,117.888,84.124,5.675,6.215,3,0,17,0.0146,0.153,0.0016868229,0.138,-0.067,-0.212,0,PVT
168694.0,2026,4,20,22,51,0,32.8810807,-117.2332009,117.936,84.172,5.704,6.178,3,0,17,0.0146,0.387,0.0016868229,0.386,-0.023,-0.111,0,PVT
168695.0,2026,4,20,22,51,0,32.8810813,-117.2332004,117.747,83.983,5.737,6.141,3,0,18,0.014499999999999999,0.073,0.0016868229,0.073,-0.005,-0.063,0,PVT
168696.0,2026,4,20,22,51,0,32.8810803,-117.2331994,117.541,83.777,5.786,6.144,3,0,18,0.014499999999999999,0.097,0.0016868229,0.097,0.001,-0.101,0,PVT
168697.0,2026,4,20,22,51,0,32.8810809,-117.2331986,117.39,83.626,5.861,6.175,3,0,17,0.0149,0.525,0.0006230791,0.525,-0.029,-0.22,0,PVT
168698.0,2026,4,20,22,51,0,32.8810807,-117.233198,117.136,83.372,5.95,6.229,3,0,17,0.0149,0.546,0.0002803267,0.535,-0.107,-0.298,0,PVT
168700.0,2026,4,20,22,51,0,32.8810833,-117.2331992,116.879,83.115,6.176,6.384,3,0,18,0.014499999999999999,0.364,6.3187e-06,0.319,-0.175,-0.343,0,PVT
168701.0,2026,4,20,22,51,0,32.8810845,-117.2331991,116.665,82.902,6.297,6.461,3,0,16,0.0151,0.399,6.3187e-06,0.382,-0.114,-0.279,0,PVT
168702.0,2026,4,20,22,51,0,32.8810857,-117.2331986,116.334,82.57,6.408,6.537,3,0,16,0.0151,0.216,6.3187e-06,0.203,-0.076,-0.154,0,PVT
168703.0,2026,4,20,22,51,0,32.8810828,-117.2331992,116.27,82.506,6.498,6.626,3,0,19,0.0138,0.265,6.3187e-06,-0.248,-0.096,-0.178,0,PVT
168704.0,2026,4,20,22,51,0,32.8810782,-117.2331992,116.216,82.452,6.564,6.688,3,0,19,0.0138,0.107,6.3187e-06,0.054,-0.092,-0.306,0,PVT
168705.0,2026,4,20,22,51,0,32.8810784,-117.2331986,116.023,82.26,6.636,6.736,3,0,17,0.0141,0.766,0.0035589659,0.759,-0.106,-0.372,0,PVT
168706.0,2026,4,20,22,51,0,32.8810828,-117.233198,115.815,82.051,6.701,6.785,3,0,18,0.013999999999999999,1.43,0.0035630757999999996,1.427,-0.089,-0.443,0,PVT
168707.0,2026,4,20,22,51,0,32.881085,-117.2331976,115.691,81.927,6.774,6.816,3,0,16,0.0149,1.318,0.0035577939,1.314,-0.11,-0.533,0,PVT
168708.0,2026,4,20,22,51,0,32.88109,-117.2331971,115.465,81.701,6.82,6.752,3,0,17,0.0147,1.301,0.0035559405,1.297,-0.103,-0.451,0,PVT
168709.0,2026,4,20,22,51,0,32.8810922,-117.2331966,115.252,81.488,6.858,6.708,3,0,18,0.0144,0.709,0.0035570247999999996,0.708,-0.049,-0.316,0,PVT
168710.0,2026,4,20,22,51,0,32.8810959,-117.2331966,115.141,81.377,6.897,6.681,3,0,16,0.0152,0.853,0.0035627767,0.851,-0.05,-0.238,0,PVT
168711.0,2026,4,20,22,51,0,32.8810948,-117.2331971,115.096,81.332,6.908,6.656,3,0,16,0.0152,0.196,0.0035627767,0.183,-0.07,-0.191,0,PVT
168712.0,2026,4,20,22,51,0,32.8810927,-117.2331978,115.138,81.374,6.903,6.632,3,0,16,0.0152,0.066,0.0035627767,-0.063,-0.022,-0.145,0,PVT
168713.0,2026,4,20,22,51,0,32.8810928,-117.2331979,115.014,81.25,6.9,6.619,3,0,15,0.0166,0.101,0.0035627767,0.099,-0.02,-0.1,0,PVT
168714.0,2026,4,20,22,51,0,32.8810934,-117.2331982,114.821,81.057,6.893,6.598,3,0,16,0.0163,0.095,0.0035627767,0.075,-0.058,-0.044,0,PVT
168715.0,2026,4,20,22,51,0,32.8810928,-117.2331984,114.753,80.989,6.883,6.576,3,0,16,0.0163,0.083,0.0035627767,-0.082,0.008,-0.033,0,PVT
168716.0,2026,4,20,22,51,0,32.8810925,-117.2331986,114.655,80.891,6.866,6.556,3,0,15,0.0165,0.009,0.0035627767,0.005,-0.008,-0.011,0,PVT
168717.0,2026,4,20,22,51,0,32.8810928,-117.2331993,114.669,80.905,6.85,6.528,3,0,16,0.0163,0.061,0.0035627767,0.051,-0.034,-0.032,0,PVT
168718.0,2026,4,20,22,51,0,32.8810932,-117.2332,114.694,80.931,6.841,6.499,3,0,16,0.0163,0.061,0.0035627767,0.057,-0.022,-0.013,0,PVT
168719.0,2026,4,20,22,51,0,32.8810925,-117.2332008,114.826,81.062,6.844,6.472,3,0,14,0.0184,0.079,0.0035627767,-0.079,-0.004,-0.031,0,PVT
168720.0,2026,4,20,22,51,0,32.8810933,-117.2332016,114.949,81.186,6.84,6.452,3,0,16,0.0163,0.065,0.0035627767,0.064,-0.011,-0.007,0,PVT
168721.0,2026,4,20,22,51,0,32.8810945,-117.2332028,115.181,81.418,6.827,6.425,3,0,16,0.0163,0.062,0.0035627767,0.062,-0.004,-0.022,0,PVT
168722.0,2026,4,20,22,51,0,32.8810948,-117.2332039,115.402,81.638,6.823,6.399,3,0,15,0.0165,0.032,0.0035627767,-0.026,-0.018,-0.042,0,PVT
168723.0,2026,4,20,22,51,0,32.881096,-117.2332049,115.566,81.802,6.822,6.375,3,0,16,0.0163,0.149,0.0035627767,0.148,-0.015,-0.026,0,PVT
168724.0,2026,4,20,22,51,0,32.8810975,-117.2332062,115.685,81.922,6.829,6.352,3,0,16,0.0163,0.261,0.0035627767,0.247,-0.083,-0.017,0,PVT
168725.0,2026,4,20,22,51,0,32.8810973,-117.233207,115.855,82.092,6.831,6.325,3,0,16,0.0163,0.007,0.0035627767,0.007,0.001,-0.049,0,PVT
168726.0,2026,4,20,22,51,0,32.8810976,-117.2332076,116.041,82.277,6.833,6.287,3,0,17,0.0149,0.109,0.0035627767,0.105,0.031,-0.022,0,PVT
168727.0,2026,4,20,22,51,0,32.8810979,-117.2332087,116.154,82.39,6.842,6.259,3,0,17,0.0149,0.215,0.0035627767,0.196,-0.087,-0.017,0,PVT
168728.0,2026,4,20,22,51,0,32.8810974,-117.2332096,116.295,82.531,6.866,6.236,3,0,13,0.0192,0.095,0.0035627767,0.083,-0.045,-0.058,0,PVT
168729.0,2026,4,20,22,51,0,32.8810958,-117.2332103,116.478,82.714,6.893,6.215,3,0,14,0.0184,0.061,0.0035627767,-0.046,-0.04,-0.098,0,PVT
168730.0,2026,4,20,22,51,0,32.8810955,-117.233211,116.525,82.761,6.922,6.195,3,0,15,0.0178,0.1,0.0035627767,0.065,-0.076,-0.058,0,PVT
168731.0,2026,4,20,22,51,0,32.8810954,-117.2332118,116.608,82.844,6.948,6.176,3,0,14,0.0184,0.137,0.0035627767,0.113,-0.079,-0.068,0,PVT
